,Producto,Toneladas,Mes,Año,Categoría
5957,Planos con Otros Recubiertos y Trabajos,8674.097055799999,Jul,2021,Planos
5958,Planos de Acero al Silicio,34235.2307254,Jul,2021,Planos
5959,Planos de Acero Aleado,177043.29141234,Jul,2021,Planos
5960,Planos de Acero Inoxidable,66098.42570608,Jul,2021,Planos
5961,"Cintas, Tiras y Flejes",2786.061814,Jul,2021,Planos
5963,Alambrón,244961.33141599997,Jul,2021,Largos
5964,Alambre y derivados,197445.11270103,Jul,2021,Largos
5965,Alambre,204618.19580135998,Jul,2021,Largos
5966,Derivados de alambre,-7173.083100329999,Jul,2021,Largos
5967,Varilla Corrugada,338879.3110922,Jul,2021,Largos
5968,Perfiles Estructurales (Caliente y Frío),75642.98861449299,Jul,2021,Largos
5969,Caliente,79475.992667163,Jul,2021,Largos
5970,Frío,-3833.0040526700004,Jul,2021,Largos
5971,Perfiles Comerciales formados en Caliente,38023.75741197,Jul,2021,Largos
5972,Barras,108040.46165265702,Jul,2021,Largos
5973,Perfiles Inoxidables y Aleados,5240.87833036,Jul,2021,Largos
5974,Rieles,10610.696415,Jul,2021,Largos
5975,TUBOS CON Y SIN COSTURA,87230.8206933194,Jul,2021,Terminados
5976,Tubos sin Costura,32363.565025760006,Jul,2021,Terminados
5977,Tubos con Costura,54867.25566755939,Jul,2021,Terminados
5978,Tubos c/Costura ≤ 406.4 mm,48539.63454388299,Jul,2021,Terminados
5979,Tubos c/Costura > 406.4 mm,6327.621123676399,Jul,2021,Terminados
5981,Mineral de Hierro,293223.78127,Ago,2021,Materias Primas
5982,Carbón Mineral,431448.990406,Ago,2021,Materias Primas
5983,Coque,145068.86259,Ago,2021,Materias Primas
5984,Chatarra,885650.7384774019,Ago,2021,Materias Primas
5985,Material Relaminable,2230.0730000000003,Ago,2021,Materias Primas
5987,Horno Eléctrico,0.0,Ago,2021,Acero
5988,Convertidor al Oxígeno,0.0,Ago,2021,Acero
5990,HIERRO DE PRIMERA FUSIÓN,744765.43797509,Ago,2021,Básicos
5991,Arrabio,279366.47774467,Ago,2021,Básicos
5992,Fierro Esponja,465398.96023042,Ago,2021,Básicos
5993,Ferroaleaciones,21675.122985333335,Ago,2021,Básicos
5994,Granallas y Polvos,4829.5655942,Ago,2021,Básicos
5996,Planchón,461758.1608485999,Ago,2021,Semiterminados
5997,"Lingotes, Palanquillas, etc.",188906.702073,Ago,2021,Semiterminados
6000,Placa,269390.133142586,Ago,2021,Planos
6001,en Rollo,172815.98420148,Ago,2021,Planos
6002,en Hoja,96574.14894110599,Ago,2021,Planos
6003,Lámina en Caliente,397192.65289545996,Ago,2021,Planos
6004,Lámina en Frío,384150.18519595,Ago,2021,Planos
6005,Lámina con Recubrimiento,424922.73930012004,Ago,2021,Planos
6006,Lámina Galvanizada,364984.68148416,Ago,2021,Planos
6007,Lámina Estañada (Hojalata),26051.62816288,Ago,2021,Planos
6008,Lámina Cromada,14826.645999999999,Ago,2021,Planos
6009,Planos con Otros Recubiertos y Trabajos,19059.783653079998,Ago,2021,Planos
6010,Planos de Acero al Silicio,35205.8192586,Ago,2021,Planos
6011,Planos de Acero Aleado,162092.40616371002,Ago,2021,Planos
6012,Planos de Acero Inoxidable,57339.385466980006,Ago,2021,Planos
6013,"Cintas, Tiras y Flejes",2774.748955,Ago,2021,Planos
6015,Alambrón,239842.38688350003,Ago,2021,Largos
6016,Alambre y derivados,191635.55202922,Ago,2021,Largos
6017,Alambre,197042.16924033998,Ago,2021,Largos
6018,Derivados de alambre,-5406.61721112,Ago,2021,Largos
6019,Varilla Corrugada,323689.152708,Ago,2021,Largos
6020,Perfiles Estructurales (Caliente y Frío),84713.05887542298,Ago,2021,Largos
6021,Caliente,90514.26348426299,Ago,2021,Largos
6022,Frío,-5801.20460884,Ago,2021,Largos
6023,Perfiles Comerciales formados en Caliente,40635.39857975,Ago,2021,Largos
6024,Barras,127854.931353007,Ago,2021,Largos
6025,Perfiles Inoxidables y Aleados,6077.198504499999,Ago,2021,Largos
6026,Rieles,12532.583901,Ago,2021,Largos
6027,TUBOS CON Y SIN COSTURA,101009.5470636324,Ago,2021,Terminados
6028,Tubos sin Costura,59241.57703907,Ago,2021,Terminados
6029,Tubos con Costura,41767.9700245624,Ago,2021,Terminados
6030,Tubos c/Costura ≤ 406.4 mm,39347.187944740996,Ago,2021,Terminados
6031,Tubos c/Costura > 406.4 mm,2420.7820798213997,Ago,2021,Terminados
6033,Mineral de Hierro,527015.9421660001,Sep,2021,Materias Primas
6034,Carbón Mineral,410728.85488,Sep,2021,Materias Primas
6035,Coque,116791.520722,Sep,2021,Materias Primas
6036,Chatarra,908830.1084774019,Sep,2021,Materias Primas
6037,Material Relaminable,1729.2920000000001,Sep,2021,Materias Primas
6039,Horno Eléctrico,0.0,Sep,2021,Acero
6040,Convertidor al Oxígeno,0.0,Sep,2021,Acero
6042,HIERRO DE PRIMERA FUSIÓN,730790.42113409,Sep,2021,Básicos
6043,Arrabio,279241.29112367,Sep,2021,Básicos
6044,Fierro Esponja,451549.13001042,Sep,2021,Básicos
6045,Ferroaleaciones,24366.822253333332,Sep,2021,Básicos
6046,Granallas y Polvos,5193.11204156,Sep,2021,Básicos
6048,Planchón,482469.2766384399,Sep,2021,Semiterminados
6049,"Lingotes, Palanquillas, etc.",177441.56283149016,Sep,2021,Semiterminados
6052,Placa,246817.76047980605,Sep,2021,Planos
6053,en Rollo,157962.27682054002,Sep,2021,Planos
6054,en Hoja,88855.48365926601,Sep,2021,Planos
6055,Lámina en Caliente,354985.06857884995,Sep,2021,Planos
6056,Lámina en Frío,436126.87001204997,Sep,2021,Planos
6057,Lámina con Recubrimiento,402144.55427875,Sep,2021,Planos
6058,Lámina Galvanizada,357945.85107104,Sep,2021,Planos
6059,Lámina Estañada (Hojalata),26019.81225051,Sep,2021,Planos
6060,Lámina Cromada,12955.9485,Sep,2021,Planos
6061,Planos con Otros Recubiertos y Trabajos,5222.942457199999,Sep,2021,Planos
6062,Planos de Acero al Silicio,27393.531962600002,Sep,2021,Planos
6063,Planos de Acero Aleado,135986.12699891,Sep,2021,Planos
6064,Planos de Acero Inoxidable,53361.09949803001,Sep,2021,Planos
6065,"Cintas, Tiras y Flejes",3136.144249,Sep,2021,Planos
6067,Alambrón,249200.07389800003,Sep,2021,Largos
6068,Alambre y derivados,194888.02914451,Sep,2021,Largos
6069,Alambre,200811.43753452002,Sep,2021,Largos
6070,Derivados de alambre,-5923.40839001,Sep,2021,Largos
6071,Varilla Corrugada,259695.39929799997,Sep,2021,Largos
6072,Perfiles Estructurales (Caliente y Frío),78808.503679213,Sep,2021,Largos
6073,Caliente,85448.22941956298,Sep,2021,Largos
6074,Frío,-6639.725740350001,Sep,2021,Largos
6075,Perfiles Comerciales formados en Caliente,37172.00510083,Sep,2021,Largos
6076,Barras,122605.865113427,Sep,2021,Largos
6077,Perfiles Inoxidables y Aleados,2372.5857244500003,Sep,2021,Largos
6078,Rieles,3444.673047,Sep,2021,Largos
6079,TUBOS CON Y SIN COSTURA,78857.55754249249,Sep,2021,Terminados
6080,Tubos sin Costura,27497.10467123,Sep,2021,Terminados
6081,Tubos con Costura,51360.452871262496,Sep,2021,Terminados
6082,Tubos c/Costura ≤ 406.4 mm,50053.98431474299,Sep,2021,Terminados
6083,Tubos c/Costura > 406.4 mm,1306.4685565195,Sep,2021,Terminados
6085,Mineral de Hierro,786352.14279,Oct,2021,Materias Primas
6086,Carbón Mineral,434433.60133700003,Oct,2021,Materias Primas
6087,Coque,118558.545226,Oct,2021,Materias Primas
6088,Chatarra,886995.4784774019,Oct,2021,Materias Primas
6089,Material Relaminable,4513.4,Oct,2021,Materias Primas
6091,Horno Eléctrico,0.0,Oct,2021,Acero
6092,Convertidor al Oxígeno,0.0,Oct,2021,Acero
6094,HIERRO DE PRIMERA FUSIÓN,783392.6054830899,Oct,2021,Básicos
6095,Arrabio,236243.93626267,Oct,2021,Básicos
6096,Fierro Esponja,547148.66922042,Oct,2021,Básicos
6097,Ferroaleaciones,25650.229080333334,Oct,2021,Básicos
6098,Granallas y Polvos,4715.803865960001,Oct,2021,Básicos
6100,Planchón,426815.82736661995,Oct,2021,Semiterminados
6101,"Lingotes, Palanquillas, etc.",157412.4157996,Oct,2021,Semiterminados
6104,Placa,254665.637382166,Oct,2021,Planos
6105,en Rollo,129853.07419961,Oct,2021,Planos
6106,en Hoja,124812.56318255601,Oct,2021,Planos
6107,Lámina en Caliente,355869.46097400005,Oct,2021,Planos
6108,Lámina en Frío,353711.33046602,Oct,2021,Planos
6109,Lámina con Recubrimiento,384635.46333179995,Oct,2021,Planos
6110,Lámina Galvanizada,339201.53852287994,Oct,2021,Planos
6111,Lámina Estañada (Hojalata),29252.021174020003,Oct,2021,Planos
6112,Lámina Cromada,14588.233479999999,Oct,2021,Planos
6113,Planos con Otros Recubiertos y Trabajos,1593.6701549000027,Oct,2021,Planos
6114,Planos de Acero al Silicio,39384.9343884,Oct,2021,Planos
6115,Planos de Acero Aleado,123234.97171259,Oct,2021,Planos
6116,Planos de Acero Inoxidable,55250.612498739996,Oct,2021,Planos
6117,"Cintas, Tiras y Flejes",2901.014368,Oct,2021,Planos
6119,Alambrón,218005.269571,Oct,2021,Largos
6120,Alambre y derivados,168387.68439113002,Oct,2021,Largos
6121,Alambre,175683.390334,Oct,2021,Largos
6122,Derivados de alambre,-7295.70594287,Oct,2021,Largos
6123,Varilla Corrugada,239112.93942799998,Oct,2021,Largos
6124,Perfiles Estructurales (Caliente y Frío),74894.490020703,Oct,2021,Largos
6125,Caliente,79838.388893303,Oct,2021,Largos
6126,Frío,-4943.898872600001,Oct,2021,Largos
6127,Perfiles Comerciales formados en Caliente,49721.47262287,Oct,2021,Largos
6128,Barras,120160.42104792701,Oct,2021,Largos
6129,Perfiles Inoxidables y Aleados,11754.39289176,Oct,2021,Largos
6130,Rieles,4275.985397,Oct,2021,Largos
6131,TUBOS CON Y SIN COSTURA,106261.12372065109,Oct,2021,Terminados
6132,Tubos sin Costura,54535.321233619994,Oct,2021,Terminados
6133,Tubos con Costura,51725.8024870311,Oct,2021,Terminados
6134,Tubos c/Costura ≤ 406.4 mm,48740.945052106996,Oct,2021,Terminados
6135,Tubos c/Costura > 406.4 mm,2984.8574349241,Oct,2021,Terminados
6137,Mineral de Hierro,492963.768489,Nov,2021,Materias Primas
6138,Carbón Mineral,410794.936246,Nov,2021,Materias Primas
6139,Coque,205727.482288,Nov,2021,Materias Primas
6140,Chatarra,829147.5184774019,Nov,2021,Materias Primas
6141,Material Relaminable,2146.373,Nov,2021,Materias Primas
6143,Horno Eléctrico,0.0,Nov,2021,Acero
6144,Convertidor al Oxígeno,0.0,Nov,2021,Acero
6146,HIERRO DE PRIMERA FUSIÓN,739626.08273109,Nov,2021,Básicos
6147,Arrabio,230383.04250066998,Nov,2021,Básicos
6148,Fierro Esponja,509243.04023042,Nov,2021,Básicos
6149,Ferroaleaciones,21546.381941333333,Nov,2021,Básicos
6150,Granallas y Polvos,4585.5489649599995,Nov,2021,Básicos
6152,Planchón,393712.33102756,Nov,2021,Semiterminados
6153,"Lingotes, Palanquillas, etc.",179628.62214,Nov,2021,Semiterminados
6156,Placa,255807.68368956598,Nov,2021,Planos
6157,en Rollo,154197.67975357999,Nov,2021,Planos
6158,en Hoja,101610.003935986,Nov,2021,Planos
6159,Lámina en Caliente,364425.58388775,Nov,2021,Planos
6160,Lámina en Frío,345419.24769721,Nov,2021,Planos
6161,Lámina con Recubrimiento,424195.44213367,Nov,2021,Planos
6162,Lámina Galvanizada,366653.3786511,Nov,2021,Planos
6163,Lámina Estañada (Hojalata),25081.80335243,Nov,2021,Planos
6164,Lámina Cromada,16722.787807,Nov,2021,Planos
6165,Planos con Otros Recubiertos y Trabajos,15737.472323140002,Nov,2021,Planos
6166,Planos de Acero al Silicio,40643.1965688,Nov,2021,Planos
6167,Planos de Acero Aleado,127460.08608983,Nov,2021,Planos
6168,Planos de Acero Inoxidable,53757.73381432999,Nov,2021,Planos
6169,"Cintas, Tiras y Flejes",3287.862796,Nov,2021,Planos
6171,Alambrón,191219.235529,Nov,2021,Largos
6172,Alambre y derivados,152330.36099471,Nov,2021,Largos
6173,Alambre,156616.26305568,Nov,2021,Largos
6174,Derivados de alambre,-4285.902060969999,Nov,2021,Largos
6175,Varilla Corrugada,232946.08787599995,Nov,2021,Largos
6176,Perfiles Estructurales (Caliente y Frío),69749.96271030299,Nov,2021,Largos
6177,Caliente,76288.251166873,Nov,2021,Largos
6178,Frío,-6538.28845657,Nov,2021,Largos
6179,Perfiles Comerciales formados en Caliente,51932.570524380004,Nov,2021,Largos
6180,Barras,110667.58340322699,Nov,2021,Largos
6181,Perfiles Inoxidables y Aleados,14585.13757347,Nov,2021,Largos
6182,Rieles,19797.041698,Nov,2021,Largos
6183,TUBOS CON Y SIN COSTURA,73461.63166948699,Nov,2021,Terminados
6184,Tubos sin Costura,17270.756793359993,Nov,2021,Terminados
6185,Tubos con Costura,56190.874876126996,Nov,2021,Terminados
6186,Tubos c/Costura ≤ 406.4 mm,53695.620417936996,Nov,2021,Terminados
6187,Tubos c/Costura > 406.4 mm,2495.25445819,Nov,2021,Terminados
6189,Mineral de Hierro,467135.852695,Dic,2021,Materias Primas
6190,Carbón Mineral,481337.805712,Dic,2021,Materias Primas
6191,Coque,143607.234741,Dic,2021,Materias Primas
6192,Chatarra,886501.3184774019,Dic,2021,Materias Primas
6193,Material Relaminable,1391.746,Dic,2021,Materias Primas
6195,Horno Eléctrico,0.0,Dic,2021,Acero
6196,Convertidor al Oxígeno,0.0,Dic,2021,Acero
6198,HIERRO DE PRIMERA FUSIÓN,820123.22220009,Dic,2021,Básicos
6199,Arrabio,272538.12218967,Dic,2021,Básicos
6200,Fierro Esponja,547585.10001042,Dic,2021,Básicos
6201,Ferroaleaciones,19836.857104333332,Dic,2021,Básicos
6202,Granallas y Polvos,4738.07547944,Dic,2021,Básicos
6204,Planchón,402597.00089962,Dic,2021,Semiterminados
6205,"Lingotes, Palanquillas, etc.",153039.86408993995,Dic,2021,Semiterminados
6208,Placa,178128.129113429,Dic,2021,Planos
6209,en Rollo,93891.998291913,Dic,2021,Planos
6210,en Hoja,84236.130821516,Dic,2021,Planos
6211,Lámina en Caliente,256413.95476930003,Dic,2021,Planos
6212,Lámina en Frío,348979.096538,Dic,2021,Planos
6213,Lámina con Recubrimiento,371674.879054,Dic,2021,Planos
6214,Lámina Galvanizada,324262.62844805,Dic,2021,Planos
6215,Lámina Estañada (Hojalata),26513.94495826,Dic,2021,Planos
6216,Lámina Cromada,15676.73362,Dic,2021,Planos
6217,Planos con Otros Recubiertos y Trabajos,5221.572027690001,Dic,2021,Planos
6218,Planos de Acero al Silicio,41622.327579,Dic,2021,Planos
6219,Planos de Acero Aleado,108835.19551983,Dic,2021,Planos
6220,Planos de Acero Inoxidable,62335.90603603001,Dic,2021,Planos
6221,"Cintas, Tiras y Flejes",2550.7012659999996,Dic,2021,Planos
6223,Alambrón,179213.82538000002,Dic,2021,Largos
6224,Alambre y derivados,179327.88925548003,Dic,2021,Largos
6225,Alambre,187906.8293565,Dic,2021,Largos
6226,Derivados de alambre,-8578.94010102,Dic,2021,Largos
6227,Varilla Corrugada,263698.93231199996,Dic,2021,Largos
6228,Perfiles Estructurales (Caliente y Frío),66740.513201223,Dic,2021,Largos
6229,Caliente,73436.326235843,Dic,2021,Largos
6230,Frío,-6695.81303462,Dic,2021,Largos
6231,Perfiles Comerciales formados en Caliente,38728.321620569994,Dic,2021,Largos
6232,Barras,118069.394112507,Dic,2021,Largos
6233,Perfiles Inoxidables y Aleados,7699.88753197,Dic,2021,Largos
6234,Rieles,30579.677859,Dic,2021,Largos
6235,TUBOS CON Y SIN COSTURA,67586.85903378199,Dic,2021,Terminados
6236,Tubos sin Costura,26185.10200628999,Dic,2021,Terminados
6237,Tubos con Costura,41401.757027492,Dic,2021,Terminados
6238,Tubos c/Costura ≤ 406.4 mm,40386.250330591996,Dic,2021,Terminados
6239,Tubos c/Costura > 406.4 mm,1015.5066969,Dic,2021,Terminados
6241,Mineral de Hierro,707408.999974,Ene,2022,Materias Primas
6242,Carbón Mineral,769986.4702999999,Ene,2022,Materias Primas
6243,Coque,99182.47560199999,Ene,2022,Materias Primas
6244,Chatarra,935001.0555032499,Ene,2022,Materias Primas
6245,Material Relaminable,2033.3029999999999,Ene,2022,Materias Primas
6247,Horno Eléctrico,,Ene,2022,Acero
6248,Convertidor al Oxígeno,,Ene,2022,Acero
6250,HIERRO DE PRIMERA FUSIÓN,767745.29411033,Ene,2022,Básicos
6251,Arrabio,264131.29365633,Ene,2022,Básicos
6252,Fierro Esponja,503614.000454,Ene,2022,Básicos
6253,Ferroaleaciones,22773.3738616,Ene,2022,Básicos
6254,Granallas y Polvos,3364.5396858,Ene,2022,Básicos
6256,Planchón,396881.20417628,Ene,2022,Semiterminados
6257,"Lingotes, Palanquillas, etc.",156752.60758933335,Ene,2022,Semiterminados
6260,Placa,201967.11471457602,Ene,2022,Planos
6261,en Rollo,113564.52333301,Ene,2022,Planos
6262,en Hoja,88402.591381566,Ene,2022,Planos
6263,Lámina en Caliente,323099.65118735004,Ene,2022,Planos
6264,Lámina en Frío,383384.10101306,Ene,2022,Planos
6265,Lámina con Recubrimiento,392858.21041209,Ene,2022,Planos
6266,Lámina Galvanizada,325270.22371943,Ene,2022,Planos
6267,Lámina Estañada (Hojalata),48441.153917200005,Ene,2022,Planos
6268,Lámina Cromada,21850.20033,Ene,2022,Planos
6269,Planos con Otros Recubiertos y Trabajos,-2703.36755454,Ene,2022,Planos
6270,Planos de Acero al Silicio,35692.181117,Ene,2022,Planos
6271,Planos de Acero Aleado,109420.6779849,Ene,2022,Planos
6272,Planos de Acero Inoxidable,55110.768361329996,Ene,2022,Planos
6273,"Cintas, Tiras y Flejes",1803.58972,Ene,2022,Planos
6275,Alambrón,221160.90389860002,Ene,2022,Largos
6276,Alambre y derivados,192140.87973864,Ene,2022,Largos
6277,Alambre,195741.05612978002,Ene,2022,Largos
6278,Derivados de alambre,-3600.1763911400003,Ene,2022,Largos
6279,Varilla Corrugada,331132.85749867,Ene,2022,Largos
6280,Perfiles Estructurales (Caliente y Frío),59555.281012326996,Ene,2022,Largos
6281,Caliente,61497.158327297,Ene,2022,Largos
6282,Frío,-1941.87731497,Ene,2022,Largos
6283,Perfiles Comerciales formados en Caliente,57482.022739127,Ene,2022,Largos
6284,Barras,96127.035859603,Ene,2022,Largos
6285,Perfiles Inoxidables y Aleados,5268.67008332,Ene,2022,Largos
6286,Rieles,11029.814326,Ene,2022,Largos
6287,TUBOS CON Y SIN COSTURA,77769.0944912904,Ene,2022,Terminados
6288,Tubos sin Costura,25943.86140512,Ene,2022,Terminados
6289,Tubos con Costura,51825.233086170396,Ene,2022,Terminados
6290,Tubos c/Costura ≤ 406.4 mm,46330.080395412995,Ene,2022,Terminados
6291,Tubos c/Costura > 406.4 mm,5495.152690757401,Ene,2022,Terminados
6293,Mineral de Hierro,816809.421772,Feb,2022,Materias Primas
6294,Carbón Mineral,614483.5687859999,Feb,2022,Materias Primas
6295,Coque,139120.171614,Feb,2022,Materias Primas
6296,Chatarra,909505.6655032499,Feb,2022,Materias Primas
6297,Material Relaminable,2636.847,Feb,2022,Materias Primas
6299,Horno Eléctrico,,Feb,2022,Acero
6300,Convertidor al Oxígeno,,Feb,2022,Acero
6302,HIERRO DE PRIMERA FUSIÓN,668245.64531533,Feb,2022,Básicos
6303,Arrabio,221128.05501533,Feb,2022,Básicos
6304,Fierro Esponja,447117.5903,Feb,2022,Básicos
6305,Ferroaleaciones,22165.521099,Feb,2022,Básicos
6306,Granallas y Polvos,4303.178612,Feb,2022,Básicos
6308,Planchón,390133.66777503,Feb,2022,Semiterminados
6309,"Lingotes, Palanquillas, etc.",163512.53838733333,Feb,2022,Semiterminados
6312,Placa,236500.12923929605,Feb,2022,Planos
6313,en Rollo,147681.36356922,Feb,2022,Planos
6314,en Hoja,88818.765670076,Feb,2022,Planos
6315,Lámina en Caliente,329239.30206663,Feb,2022,Planos
6316,Lámina en Frío,361777.99059778,Feb,2022,Planos
6317,Lámina con Recubrimiento,376034.4564776,Feb,2022,Planos
6318,Lámina Galvanizada,336237.62226071,Feb,2022,Planos
6319,Lámina Estañada (Hojalata),32164.85140697,Feb,2022,Planos
6320,Lámina Cromada,16166.744932000001,Feb,2022,Planos
6321,Planos con Otros Recubiertos y Trabajos,-8534.76212208,Feb,2022,Planos
6322,Planos de Acero al Silicio,46558.322964,Feb,2022,Planos
6323,Planos de Acero Aleado,118287.07071041,Feb,2022,Planos
6324,Planos de Acero Inoxidable,64773.72121701999,Feb,2022,Planos
6325,"Cintas, Tiras y Flejes",2642.1128232,Feb,2022,Planos
6327,Alambrón,231672.28062926998,Feb,2022,Largos
6328,Alambre y derivados,177245.15626872002,Feb,2022,Largos
6329,Alambre,185110.65618944998,Feb,2022,Largos
6330,Derivados de alambre,-7865.49992073,Feb,2022,Largos
6331,Varilla Corrugada,292298.89647067,Feb,2022,Largos
6332,Perfiles Estructurales (Caliente y Frío),78109.608044837,Feb,2022,Largos
6333,Caliente,79838.71542806701,Feb,2022,Largos
6334,Frío,-1729.1073832299994,Feb,2022,Largos
6335,Perfiles Comerciales formados en Caliente,54290.166212467,Feb,2022,Largos
6336,Barras,113266.449207683,Feb,2022,Largos
6337,Perfiles Inoxidables y Aleados,10687.885219740001,Feb,2022,Largos
6338,Rieles,11435.733245,Feb,2022,Largos
6339,TUBOS CON Y SIN COSTURA,82757.54812117701,Feb,2022,Terminados
