,Producto,Toneladas,Mes,Año,Categoría
503,Alambrón,188620.8922412094,Oct,2012,Largos
504,Alambre y derivados,145846.57194967152,Oct,2012,Largos
505,Alambre,147421.28196867154,Oct,2012,Largos
506,Derivados de alambre,-1574.710019000002,Oct,2012,Largos
507,Varilla Corrugada,288914.6319844108,Oct,2012,Largos
508,Perfiles Estructurales (Caliente y Frío),75898.15470732705,Oct,2012,Largos
509,Caliente,75633.39393932703,Oct,2012,Largos
510,Frío,264.7607680000028,Oct,2012,Largos
511,Perfiles Comerciales formados en Caliente,18810.849023244,Oct,2012,Largos
512,Barras,129100.62386017396,Oct,2012,Largos
513,Perfiles Inoxidables y Aleados,603.710022,Oct,2012,Largos
514,Rieles,4335.948,Oct,2012,Largos
515,TUBOS CON Y SIN COSTURA,148749.18110938973,Oct,2012,Terminados
516,Tubos sin Costura,48206.96837234772,Oct,2012,Terminados
517,Tubos con Costura,100542.212737042,Oct,2012,Terminados
518,Tubos c/Costura ≤ 406.4 mm,51697.15095502098,Oct,2012,Terminados
519,Tubos c/Costura > 406.4 mm,48845.061782021025,Oct,2012,Terminados
521,Mineral de Hierro,-100438.27109300008,Nov,2012,Materias Primas
522,Carbón Mineral,1777456.3137669999,Nov,2012,Materias Primas
523,Coque,188078.731209,Nov,2012,Materias Primas
524,Chatarra,590713.061951,Nov,2012,Materias Primas
525,Material Relaminable,2262.27,Nov,2012,Materias Primas
527,Horno Eléctrico,0.0,Nov,2012,Acero
528,Convertidor al Oxígeno,0.0,Nov,2012,Acero
530,HIERRO DE PRIMERA FUSIÓN,892739.4014418426,Nov,2012,Básicos
531,Arrabio,407581.8073903699,Nov,2012,Básicos
532,Fierro Esponja,485157.59405147267,Nov,2012,Básicos
533,Ferroaleaciones,21137.747745333334,Nov,2012,Básicos
534,Granallas y Polvos,3759.43588,Nov,2012,Básicos
536,Planchón,196910.95837937656,Nov,2012,Semiterminados
537,"Lingotes, Palanquillas, etc.",-1225.3837670000003,Nov,2012,Semiterminados
540,Placa,202984.983656978,Nov,2012,Planos
541,en Rollo,121740.63032997801,Nov,2012,Planos
542,en Hoja,81244.35332699999,Nov,2012,Planos
543,Lámina en Caliente,320428.0220513767,Nov,2012,Planos
544,Lámina en Frío,341229.3090460999,Nov,2012,Planos
545,Lámina con Recubrimiento,233369.68758743652,Nov,2012,Planos
546,Lámina Galvanizada,203014.12269143653,Nov,2012,Planos
547,Lámina Estañada (Hojalata),20967.94989,Nov,2012,Planos
548,Lámina Cromada,11257.900359,Nov,2012,Planos
549,Planos con Otros Recubiertos y Trabajos,-1870.2853529999993,Nov,2012,Planos
550,Planos de Acero al Silicio,16419.960757000004,Nov,2012,Planos
551,Planos de Acero Aleado,71953.075317,Nov,2012,Planos
552,Planos de Acero Inoxidable,49118.829600458455,Nov,2012,Planos
553,"Cintas, Tiras y Flejes",678.2218700000003,Nov,2012,Planos
555,Alambrón,193339.62741996816,Nov,2012,Largos
556,Alambre y derivados,161436.68470931856,Nov,2012,Largos
557,Alambre,162409.9664743186,Nov,2012,Largos
558,Derivados de alambre,-973.281764999997,Nov,2012,Largos
559,Varilla Corrugada,260872.56396530123,Nov,2012,Largos
560,Perfiles Estructurales (Caliente y Frío),80421.25488867264,Nov,2012,Largos
561,Caliente,80601.42973267264,Nov,2012,Largos
562,Frío,-180.1748439999992,Nov,2012,Largos
563,Perfiles Comerciales formados en Caliente,19045.605415238053,Nov,2012,Largos
564,Barras,121136.46384491662,Nov,2012,Largos
565,Perfiles Inoxidables y Aleados,2545.984511,Nov,2012,Largos
566,Rieles,3651.4339999999997,Nov,2012,Largos
567,TUBOS CON Y SIN COSTURA,110033.99973655396,Nov,2012,Terminados
568,Tubos sin Costura,26586.73916074421,Nov,2012,Terminados
569,Tubos con Costura,83447.26057580975,Nov,2012,Terminados
570,Tubos c/Costura ≤ 406.4 mm,43292.94045740487,Nov,2012,Terminados
571,Tubos c/Costura > 406.4 mm,40154.320118404874,Nov,2012,Terminados
573,Mineral de Hierro,111471.796813,Dic,2012,Materias Primas
574,Carbón Mineral,1419456.783418,Dic,2012,Materias Primas
575,Coque,239762.938254,Dic,2012,Materias Primas
576,Chatarra,654153.2526219999,Dic,2012,Materias Primas
577,Material Relaminable,1096.890473,Dic,2012,Materias Primas
579,Horno Eléctrico,0.0,Dic,2012,Acero
580,Convertidor al Oxígeno,0.0,Dic,2012,Acero
582,HIERRO DE PRIMERA FUSIÓN,994408.1992468961,Dic,2012,Básicos
583,Arrabio,455207.9850021852,Dic,2012,Básicos
584,Fierro Esponja,539200.2142447109,Dic,2012,Básicos
585,Ferroaleaciones,22193.50438633333,Dic,2012,Básicos
586,Granallas y Polvos,2559.184486,Dic,2012,Básicos
588,Planchón,199331.68571309256,Dic,2012,Semiterminados
589,"Lingotes, Palanquillas, etc.",-42390.750073999996,Dic,2012,Semiterminados
592,Placa,205201.3526576933,Dic,2012,Planos
593,en Rollo,121612.72958269331,Dic,2012,Planos
594,en Hoja,83588.62307499998,Dic,2012,Planos
595,Lámina en Caliente,290264.8248148612,Dic,2012,Planos
596,Lámina en Frío,292869.996943663,Dic,2012,Planos
597,Lámina con Recubrimiento,212554.142597125,Dic,2012,Planos
598,Lámina Galvanizada,179171.85959012498,Dic,2012,Planos
599,Lámina Estañada (Hojalata),29639.826605,Dic,2012,Planos
600,Lámina Cromada,12630.543876000002,Dic,2012,Planos
601,Planos con Otros Recubiertos y Trabajos,-8888.087474,Dic,2012,Planos
602,Planos de Acero al Silicio,11328.401437,Dic,2012,Planos
603,Planos de Acero Aleado,91394.90290599997,Dic,2012,Planos
604,Planos de Acero Inoxidable,34373.77952573406,Dic,2012,Planos
605,"Cintas, Tiras y Flejes",547.1415179999998,Dic,2012,Planos
607,Alambrón,185882.29326582068,Dic,2012,Largos
608,Alambre y derivados,161359.52607731477,Dic,2012,Largos
609,Alambre,165350.5523003148,Dic,2012,Largos
610,Derivados de alambre,-3991.0262230000044,Dic,2012,Largos
611,Varilla Corrugada,205878.38744231302,Dic,2012,Largos
612,Perfiles Estructurales (Caliente y Frío),52305.77561284785,Dic,2012,Largos
613,Caliente,57223.843130847854,Dic,2012,Largos
614,Frío,-4918.067517999999,Dic,2012,Largos
615,Perfiles Comerciales formados en Caliente,14924.64543849,Dic,2012,Largos
616,Barras,98830.95703670438,Dic,2012,Largos
617,Perfiles Inoxidables y Aleados,3491.94257,Dic,2012,Largos
618,Rieles,14283.051,Dic,2012,Largos
619,TUBOS CON Y SIN COSTURA,138884.8503786028,Dic,2012,Terminados
620,Tubos sin Costura,44741.952550425005,Dic,2012,Terminados
621,Tubos con Costura,94142.89782817778,Dic,2012,Terminados
622,Tubos c/Costura ≤ 406.4 mm,43600.76439208891,Dic,2012,Terminados
623,Tubos c/Costura > 406.4 mm,50542.13343608888,Dic,2012,Terminados
625,Mineral de Hierro,615621.6067530001,Ene,2013,Materias Primas
626,Carbón Mineral,1439886.102265,Ene,2013,Materias Primas
627,Coque,191267.81226500002,Ene,2013,Materias Primas
628,Chatarra,620054.540028,Ene,2013,Materias Primas
629,Material Relaminable,1195.823,Ene,2013,Materias Primas
631,Horno Eléctrico,0.0,Ene,2013,Acero
632,Convertidor al Oxígeno,0.0,Ene,2013,Acero
634,HIERRO DE PRIMERA FUSIÓN,1006242.4987097512,Ene,2013,Básicos
635,Arrabio,452138.58954455156,Ene,2013,Básicos
636,Fierro Esponja,554103.9091651996,Ene,2013,Básicos
637,Ferroaleaciones,25500.287115333333,Ene,2013,Básicos
638,Granallas y Polvos,3942.559545,Ene,2013,Básicos
640,Planchón,272915.36237499997,Ene,2013,Semiterminados
641,"Lingotes, Palanquillas, etc.",11027.322725000002,Ene,2013,Semiterminados
644,Placa,248518.63213161996,Ene,2013,Planos
645,en Rollo,143472.10948761998,Ene,2013,Planos
646,en Hoja,105046.522644,Ene,2013,Planos
647,Lámina en Caliente,274828.70385904994,Ene,2013,Planos
648,Lámina en Frío,285717.993665,Ene,2013,Planos
649,Lámina con Recubrimiento,268728.06498154777,Ene,2013,Planos
650,Lámina Galvanizada,226487.04314631,Ene,2013,Planos
651,Lámina Estañada (Hojalata),18769.09632838034,Ene,2013,Planos
652,Lámina Cromada,10189.192139891016,Ene,2013,Planos
653,Planos con Otros Recubiertos y Trabajos,13282.733366966439,Ene,2013,Planos
654,Planos de Acero al Silicio,15687.764012000003,Ene,2013,Planos
655,Planos de Acero Aleado,103214.53731300002,Ene,2013,Planos
656,Planos de Acero Inoxidable,59929.78729296643,Ene,2013,Planos
657,"Cintas, Tiras y Flejes",-1146.408372,Ene,2013,Planos
659,Alambrón,203237.5749744169,Ene,2013,Largos
660,Alambre y derivados,161938.02748813358,Ene,2013,Largos
661,Alambre,163434.38722013362,Ene,2013,Largos
662,Derivados de alambre,-1496.359732,Ene,2013,Largos
663,Varilla Corrugada,282082.8282855275,Ene,2013,Largos
664,Perfiles Estructurales (Caliente y Frío),61887.66088656899,Ene,2013,Largos
665,Caliente,64695.91903356899,Ene,2013,Largos
666,Frío,-2808.258147,Ene,2013,Largos
667,Perfiles Comerciales formados en Caliente,18099.793449332,Ene,2013,Largos
668,Barras,57455.628787000016,Ene,2013,Largos
669,Perfiles Inoxidables y Aleados,2447.426301,Ene,2013,Largos
670,Rieles,7308.090091,Ene,2013,Largos
671,TUBOS CON Y SIN COSTURA,155824.93483595992,Ene,2013,Terminados
672,Tubos sin Costura,52574.54681837022,Ene,2013,Terminados
673,Tubos con Costura,103250.38801758972,Ene,2013,Terminados
674,Tubos c/Costura ≤ 406.4 mm,51756.89365379486,Ene,2013,Terminados
675,Tubos c/Costura > 406.4 mm,51493.49436379486,Ene,2013,Terminados
677,Mineral de Hierro,121225.76933299995,Feb,2013,Materias Primas
678,Carbón Mineral,1804516.683281,Feb,2013,Materias Primas
679,Coque,222750.673974,Feb,2013,Materias Primas
680,Chatarra,592489.704173,Feb,2013,Materias Primas
681,Material Relaminable,2920.883,Feb,2013,Materias Primas
683,Horno Eléctrico,0.0,Feb,2013,Acero
684,Convertidor al Oxígeno,0.0,Feb,2013,Acero
686,HIERRO DE PRIMERA FUSIÓN,886140.9936578202,Feb,2013,Básicos
687,Arrabio,414311.0710053648,Feb,2013,Básicos
688,Fierro Esponja,471829.92265245534,Feb,2013,Básicos
689,Ferroaleaciones,20882.78724033333,Feb,2013,Básicos
690,Granallas y Polvos,3739.7561530000003,Feb,2013,Básicos
692,Planchón,178259.387517,Feb,2013,Semiterminados
693,"Lingotes, Palanquillas, etc.",1666.8918890000023,Feb,2013,Semiterminados
696,Placa,216062.29704138002,Feb,2013,Planos
697,en Rollo,134282.29981338,Feb,2013,Planos
698,en Hoja,81779.99722800001,Feb,2013,Planos
699,Lámina en Caliente,295135.40318241995,Feb,2013,Planos
700,Lámina en Frío,322395.603164,Feb,2013,Planos
701,Lámina con Recubrimiento,263935.7555011303,Feb,2013,Planos
702,Lámina Galvanizada,220101.11198688002,Feb,2013,Planos
703,Lámina Estañada (Hojalata),17234.24800515662,Feb,2013,Planos
704,Lámina Cromada,15630.409208393514,Feb,2013,Planos
705,Planos con Otros Recubiertos y Trabajos,10969.986300700151,Feb,2013,Planos
706,Planos de Acero al Silicio,14996.304558,Feb,2013,Planos
707,Planos de Acero Aleado,89959.496685,Feb,2013,Planos
708,Planos de Acero Inoxidable,51561.44910670016,Feb,2013,Planos
709,"Cintas, Tiras y Flejes",-193.19499599999995,Feb,2013,Planos
711,Alambrón,191400.19453322663,Feb,2013,Largos
712,Alambre y derivados,139227.43807565724,Feb,2013,Largos
713,Alambre,142024.70120065723,Feb,2013,Largos
714,Derivados de alambre,-2797.2631249999995,Feb,2013,Largos
715,Varilla Corrugada,262512.8233228078,Feb,2013,Largos
716,Perfiles Estructurales (Caliente y Frío),54132.287545382,Feb,2013,Largos
717,Caliente,57637.85103038201,Feb,2013,Largos
718,Frío,-3505.5634850000006,Feb,2013,Largos
719,Perfiles Comerciales formados en Caliente,10076.051547389,Feb,2013,Largos
720,Barras,100757.59930399999,Feb,2013,Largos
721,Perfiles Inoxidables y Aleados,2896.6834849999996,Feb,2013,Largos
722,Rieles,5904.421358,Feb,2013,Largos
723,TUBOS CON Y SIN COSTURA,142945.16511981885,Feb,2013,Terminados
724,Tubos sin Costura,52416.07322593236,Feb,2013,Terminados
725,Tubos con Costura,90529.09189388649,Feb,2013,Terminados
726,Tubos c/Costura ≤ 406.4 mm,38509.07941394325,Feb,2013,Terminados
727,Tubos c/Costura > 406.4 mm,52020.012479943245,Feb,2013,Terminados
729,Mineral de Hierro,74708.10172099993,Mar,2013,Materias Primas
730,Carbón Mineral,1420807.2737009998,Mar,2013,Materias Primas
731,Coque,194490.997498,Mar,2013,Materias Primas
732,Chatarra,617326.736321,Mar,2013,Materias Primas
733,Material Relaminable,2371.779,Mar,2013,Materias Primas
735,Horno Eléctrico,0.0,Mar,2013,Acero
736,Convertidor al Oxígeno,0.0,Mar,2013,Acero
738,HIERRO DE PRIMERA FUSIÓN,999377.0643094556,Mar,2013,Básicos
739,Arrabio,446019.1550219635,Mar,2013,Básicos
740,Fierro Esponja,553357.909287492,Mar,2013,Básicos
741,Ferroaleaciones,21836.567577333335,Mar,2013,Básicos
742,Granallas y Polvos,3606.33318,Mar,2013,Básicos
744,Planchón,268780.504747,Mar,2013,Semiterminados
745,"Lingotes, Palanquillas, etc.",15280.963367999999,Mar,2013,Semiterminados
748,Placa,196521.03466499,Mar,2013,Planos
749,en Rollo,116990.40463599001,Mar,2013,Planos
750,en Hoja,79530.63002899999,Mar,2013,Planos
751,Lámina en Caliente,299708.81176455005,Mar,2013,Planos
752,Lámina en Frío,310032.66007999994,Mar,2013,Planos
753,Lámina con Recubrimiento,272497.9652278712,Mar,2013,Planos
754,Lámina Galvanizada,228892.31423388,Mar,2013,Planos
755,Lámina Estañada (Hojalata),20664.841746958027,Mar,2013,Planos
756,Lámina Cromada,9673.188561873641,Mar,2013,Planos
757,Planos con Otros Recubiertos y Trabajos,13267.62068515951,Mar,2013,Planos
758,Planos de Acero al Silicio,7333.100189000001,Mar,2013,Planos
759,Planos de Acero Aleado,70028.22362199999,Mar,2013,Planos
760,Planos de Acero Inoxidable,36485.642462159514,Mar,2013,Planos
761,"Cintas, Tiras y Flejes",651.456977,Mar,2013,Planos
763,Alambrón,169704.78827200347,Mar,2013,Largos
764,Alambre y derivados,137962.57829881296,Mar,2013,Largos
765,Alambre,143473.527596813,Mar,2013,Largos
766,Derivados de alambre,-5510.949297999997,Mar,2013,Largos
767,Varilla Corrugada,235804.25500942057,Mar,2013,Largos
768,Perfiles Estructurales (Caliente y Frío),64011.075757962,Mar,2013,Largos
769,Caliente,67802.71451596198,Mar,2013,Largos
770,Frío,-3791.638758000001,Mar,2013,Largos
771,Perfiles Comerciales formados en Caliente,9097.156738767999,Mar,2013,Largos
772,Barras,97445.27091499999,Mar,2013,Largos
773,Perfiles Inoxidables y Aleados,3867.36868,Mar,2013,Largos
774,Rieles,7582.691849000001,Mar,2013,Largos
775,TUBOS CON Y SIN COSTURA,137510.67318233446,Mar,2013,Terminados
776,Tubos sin Costura,43999.17008597404,Mar,2013,Terminados
777,Tubos con Costura,93511.50309636042,Mar,2013,Terminados
778,Tubos c/Costura ≤ 406.4 mm,42755.12305868021,Mar,2013,Terminados
779,Tubos c/Costura > 406.4 mm,50756.38003768021,Mar,2013,Terminados
781,Mineral de Hierro,-501038.19609999994,Abr,2013,Materias Primas
782,Carbón Mineral,2002016.19653,Abr,2013,Materias Primas
783,Coque,194965.723361,Abr,2013,Materias Primas
784,Chatarra,539037.956578,Abr,2013,Materias Primas
785,Material Relaminable,1704.101336,Abr,2013,Materias Primas
787,Horno Eléctrico,0.0,Abr,2013,Acero
788,Convertidor al Oxígeno,0.0,Abr,2013,Acero
790,HIERRO DE PRIMERA FUSIÓN,876625.049957519,Abr,2013,Básicos
791,Arrabio,388311.04589185875,Abr,2013,Básicos
792,Fierro Esponja,488314.0040656603,Abr,2013,Básicos
793,Ferroaleaciones,21497.702520333332,Abr,2013,Básicos
794,Granallas y Polvos,4065.158959,Abr,2013,Básicos
796,Planchón,199988.44342700002,Abr,2013,Semiterminados
797,"Lingotes, Palanquillas, etc.",-26665.652871000006,Abr,2013,Semiterminados
800,Placa,237802.353251107,Abr,2013,Planos
801,en Rollo,139610.010425107,Abr,2013,Planos
802,en Hoja,98192.34282600001,Abr,2013,Planos
803,Lámina en Caliente,265403.76806525997,Abr,2013,Planos
804,Lámina en Frío,297373.68494,Abr,2013,Planos
805,Lámina con Recubrimiento,289373.1399944248,Abr,2013,Planos
806,Lámina Galvanizada,236254.99799988,Abr,2013,Planos
807,Lámina Estañada (Hojalata),27552.88992632508,Abr,2013,Planos
808,Lámina Cromada,13365.181601461038,Abr,2013,Planos
809,Planos con Otros Recubiertos y Trabajos,12200.070466758769,Abr,2013,Planos
810,Planos de Acero al Silicio,20756.074375000004,Abr,2013,Planos
811,Planos de Acero Aleado,94542.82999200004,Abr,2013,Planos
812,Planos de Acero Inoxidable,58287.66208275877,Abr,2013,Planos
813,"Cintas, Tiras y Flejes",-107.62269899999978,Abr,2013,Planos
815,Alambrón,158023.49782763305,Abr,2013,Largos
816,Alambre y derivados,123974.311936352,Abr,2013,Largos
817,Alambre,130318.616922352,Abr,2013,Largos
818,Derivados de alambre,-6344.304986000001,Abr,2013,Largos
819,Varilla Corrugada,242912.39280652805,Abr,2013,Largos
820,Perfiles Estructurales (Caliente y Frío),65886.682163907,Abr,2013,Largos
821,Caliente,70098.375666907,Abr,2013,Largos
822,Frío,-4211.693503,Abr,2013,Largos
823,Perfiles Comerciales formados en Caliente,16095.466650411001,Abr,2013,Largos
824,Barras,117230.974991,Abr,2013,Largos
825,Perfiles Inoxidables y Aleados,2117.222722,Abr,2013,Largos
826,Rieles,11455.611168000001,Abr,2013,Largos
827,TUBOS CON Y SIN COSTURA,126657.59566393579,Abr,2013,Terminados
828,Tubos sin Costura,46935.49390328941,Abr,2013,Terminados
829,Tubos con Costura,79722.10176064637,Abr,2013,Terminados
830,Tubos c/Costura ≤ 406.4 mm,32591.447271823185,Abr,2013,Terminados
831,Tubos c/Costura > 406.4 mm,47130.65448882319,Abr,2013,Terminados
833,Mineral de Hierro,-351946.986471,May,2013,Materias Primas
834,Carbón Mineral,2206895.44595,May,2013,Materias Primas
835,Coque,251428.258853,May,2013,Materias Primas
836,Chatarra,589752.840362,May,2013,Materias Primas
837,Material Relaminable,979.010026,May,2013,Materias Primas
839,Horno Eléctrico,0.0,May,2013,Acero
840,Convertidor al Oxígeno,0.0,May,2013,Acero
842,HIERRO DE PRIMERA FUSIÓN,905912.9767505308,May,2013,Básicos
843,Arrabio,419882.8544582393,May,2013,Básicos
844,Fierro Esponja,486030.1222922915,May,2013,Básicos
845,Ferroaleaciones,26030.292776333332,May,2013,Básicos
846,Granallas y Polvos,3906.453094,May,2013,Básicos
848,Planchón,141331.133002,May,2013,Semiterminados
849,"Lingotes, Palanquillas, etc.",-25873.404006999997,May,2013,Semiterminados
852,Placa,212781.94810176,May,2013,Planos
853,en Rollo,111953.08016176001,May,2013,Planos
854,en Hoja,100828.86794,May,2013,Planos
855,Lámina en Caliente,260097.44810582005,May,2013,Planos
856,Lámina en Frío,318923.59924400004,May,2013,Planos
857,Lámina con Recubrimiento,283200.43840074056,May,2013,Planos
858,Lámina Galvanizada,238454.24916088,May,2013,Planos
859,Lámina Estañada (Hojalata),22880.263924993153,May,2013,Planos
860,Lámina Cromada,12884.99226588354,May,2013,Planos
861,Planos con Otros Recubiertos y Trabajos,8980.933048983872,May,2013,Planos
862,Planos de Acero al Silicio,15429.485748000001,May,2013,Planos
863,Planos de Acero Aleado,82703.33918899999,May,2013,Planos
864,Planos de Acero Inoxidable,51962.40404098387,May,2013,Planos
865,"Cintas, Tiras y Flejes",349.17582100000004,May,2013,Planos
867,Alambrón,168141.69118930717,May,2013,Largos
868,Alambre y derivados,159136.40377714415,May,2013,Largos
869,Alambre,163232.24019214415,May,2013,Largos
870,Derivados de alambre,-4095.836414999998,May,2013,Largos
871,Varilla Corrugada,275684.9218864532,May,2013,Largos
872,Perfiles Estructurales (Caliente y Frío),68305.910134024,May,2013,Largos
873,Caliente,71465.479976024,May,2013,Largos
874,Frío,-3159.569842,May,2013,Largos
875,Perfiles Comerciales formados en Caliente,19974.705740598,May,2013,Largos
876,Barras,89891.563331,May,2013,Largos
877,Perfiles Inoxidables y Aleados,1267.859155,May,2013,Largos
878,Rieles,8031.771218999999,May,2013,Largos
879,TUBOS CON Y SIN COSTURA,111251.95609837162,May,2013,Terminados
880,Tubos sin Costura,39074.1980621464,May,2013,Terminados
881,Tubos con Costura,72177.75803622522,May,2013,Terminados
882,Tubos c/Costura ≤ 406.4 mm,33783.9352546126,May,2013,Terminados
883,Tubos c/Costura > 406.4 mm,38393.82278161262,May,2013,Terminados
885,Mineral de Hierro,-267698.6796380001,Jun,2013,Materias Primas
